# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      71.113     1397.800     2284.570    13664.086
      72.114     1372.700     2284.570    13664.086
      73.116     1391.700     2284.570    13664.086
      74.117     1392.700     2284.570    13664.086
      75.119     1403.700     2284.570    13664.086
      76.121     1390.700     2284.570    13664.086
      77.122     1372.800     2284.570    13664.086
      78.124     1391.700     2284.570    13664.086
      79.126     1397.800     2284.570    13664.086
      80.127     1398.700     2284.570    13664.086
      81.129     1363.800     2284.570    13664.086
      82.130     1386.800     2284.570    13664.086
      83.132     1397.700     2284.570    13664.086
      84.134     1390.800     2284.570    13664.086
      85.134     1400.000     2284.570    13664.086
      86.136     1385.900     2284.570    13664.086
      87.137     1379.900     2284.570    13664.086
      88.139     1397.800     2284.570    13664.086
      89.141     1389.800     2284.578    13664.086
      90.142     1396.700     2284.578    13664.086
      91.144     1385.900     2284.582    13664.086
      92.145     1373.100     2284.582    13664.086
      93.147     1398.000     2285.227    13664.086
      94.148     1397.800     2285.227    13664.086
      95.150     1395.900     2285.227    13664.086
      96.150     1403.000     2285.227    13664.086
      97.152     1371.800     2285.238    13664.086
      98.154     1386.800     2285.238    13664.086
      99.155     1383.800     2285.238    13664.086
     100.157     1390.800     2285.238    13664.086
     101.158     1401.800     2285.238    13664.086
     102.160     1392.900     2285.238    13664.086
     103.161     1307.000     2285.172    13664.086
     104.163     1302.000     2285.172    13664.086
     105.164     1272.000     2285.172    13664.086
     106.166     1304.800     2285.172    13664.086
     107.168     1295.900     2285.172    13664.086
     108.169     1295.100     2285.172    13664.086
     109.170     1303.700     2285.172    13664.086
     110.172     1298.200     2285.172    13664.086
     111.173     1271.100     2285.172    13664.086
     112.175     1300.900     2285.402    13664.086
     113.176     1294.000     2285.402    13664.086
     114.178     1298.000     2285.402    13664.086
     115.180     1299.800     2285.402    13664.086
     116.181     1297.900     2285.402    13664.086
     117.182     1276.600     2285.402    13664.086
     118.184     1296.900     2285.402    13664.086
     119.186     1296.800     2285.402    13664.086
     120.187     1301.800     2285.402    13664.086
     121.189     1295.900     2285.402    13664.086
     122.191     1300.900     2285.402    13664.086
     123.192     1297.900     2285.402    13664.086
     124.194     1269.900     2285.402    13664.086
     125.196     1300.800     2285.402    13664.086
     126.197     1295.900     2285.402    13664.086
     127.199     1302.800     2285.402    13664.086
     128.201     1296.900     2285.402    13664.086
     129.202     1303.900     2285.402    13664.086
     130.204     1298.000     2285.402    13664.086
     131.205     1271.900     2285.410    13664.086
     132.207     1299.900     2285.410    13664.086
     133.209     1297.900     2285.410    13664.086
     134.210     1295.900     2285.414    13664.086
     135.212     1292.900     2285.414    13664.086
     136.213     1269.000     2285.422    13664.086
     137.215     1301.900     2285.422    13664.086
     138.217     1267.900     2285.422    13664.086
     139.218     1301.800     2285.426    13664.086
     140.220     1291.900     2285.426    13664.086
     141.222     1294.900     2285.426    13664.086
     142.223     1299.900     2285.426    13664.086
     143.225     1294.900     2285.426    13664.086
     144.226     1276.000     2285.426    13664.086
     145.228     1290.900     2285.426    13664.086
     146.233     1201.500     2285.379    13664.086
     147.234     1201.100     2285.379    13664.086
     148.236     1197.100     2285.379    13664.086
     149.238     1196.100     2285.379    13664.086
     150.239     1201.100     2285.379    13664.086
     151.241     1183.100     2285.379    13664.086
     152.242     1191.100     2285.379    13664.086
     153.244     1197.100     2285.379    13664.086
     154.245     1198.100     2285.379    13664.086
     155.247     1202.100     2285.379    13664.086
     156.249     1198.100     2285.379    13664.086
     157.250     1203.000     2285.379    13664.086
     158.252     1198.200     2285.379    13664.086
     159.253     1174.100     2285.379    13664.086
     160.255     1202.000     2285.379    13664.086
     161.257     1196.000     2285.379    13664.086
     162.258     1200.000     2285.379    13664.086
     163.260     1198.100     2285.379    13664.086
     164.261     1199.100     2285.379    13664.086
     165.263     1203.000     2285.379    13664.086
     166.265     1171.100     2285.379    13664.086
     167.266     1187.000     2285.379    13664.086
     168.268     1185.000     2285.379    13664.086
     169.270     1200.000     2285.379    13664.086
     170.271     1201.000     2285.379    13664.086
     171.273     1199.000     2285.379    13664.086
     172.275     1201.000     2285.379    13664.086
     173.276     1196.000     2285.379    13664.086
     174.278     1203.000     2285.379    13664.086
     175.280     1173.200     2285.379    13664.086
     176.281     1176.100     2285.379    13664.086
     177.283     1203.100     2285.379    13664.086
     178.284     1197.100     2285.391    13664.086
     179.286     1203.100     2285.391    13664.086
     180.288     1198.100     2285.391    13664.086
     181.289     1198.100     2285.391    13664.086
     182.291     1201.100     2285.391    13664.086
     183.292     1198.100     2285.391    13664.086
     184.294     1169.200     2285.391    13664.086
     185.296     1125.100     2285.391    13664.086
     186.297     1197.000     2285.391    13664.086
     187.299     1203.000     2285.391    13664.086
     188.301     1196.000     2285.391    13664.086
     189.302     1203.000     2285.391    13664.086
     190.304     1201.100     2285.391    13664.086
     191.305     1199.100     2285.391    13664.086
     192.307     1203.100     2285.391    13664.086
     193.309     1197.100     2285.391    13664.086
     194.310     1107.200     2285.309    13664.086
     195.312     1073.300     2285.309    13664.086
     196.313     1099.300     2285.309    13664.086
     197.315     1104.300     2285.309    13664.086
     198.317     1099.300     2285.309    13664.086
     199.318     1103.200     2285.309    13664.086
     200.320     1100.300     2285.309    13664.086
     201.321     1098.200     2285.309    13664.086
     202.323     1100.200     2285.309    13664.086
     203.325     1098.300     2285.309    13664.086
     204.326     1104.200     2285.332    13664.086
     205.328     1004.400     2285.344    13664.086
     206.329     1099.200     2285.344    13664.086
     207.331     1103.200     2285.344    13664.086
     208.333     1096.200     2285.363    13664.086
     209.334     1101.200     2285.363    13664.086
     210.336     1099.200     2285.363    13664.086
     211.338     1098.200     2285.363    13664.086
     212.339     1102.200     2285.363    13664.086
     213.341     1099.200     2285.363    13664.086
     214.342     1105.300     2285.363    13664.086
     215.344     1073.300     2285.363    13664.086
     216.346     1067.200     2285.363    13664.086
     217.346     1050.200     2285.363    13664.086
     218.348     1099.200     2285.363    13664.086
     219.350     1096.200     2285.363    13664.086
     220.351     1103.200     2285.363    13664.086
     221.353     1100.200     2285.363    13664.086
     222.354     1101.200     2285.363    13664.086
     223.356     1096.200     2285.371    13664.086
     224.358     1096.200     2285.371    13664.086
     225.359     1102.200     2285.371    13664.086
     226.361     1073.400     2285.371    13664.086
     227.362     1103.300     2285.371    13664.086
     228.364     1079.200     2285.371    13664.086
     229.366     1098.200     2285.371    13664.086
     230.367     1079.300     2285.379    13664.086
     231.369     1097.200     2285.379    13664.086
     232.371     1103.200     2285.379    13664.086
     233.372     1097.200     2285.379    13664.086
     234.374     1101.200     2285.379    13664.086
     235.375     1106.200     2285.379    13664.086
     236.377     1097.200     2285.379    13664.086
     237.379     1020.400     2285.312    13664.086
     238.380     1001.400     2285.312    13664.086
     239.382      998.400     2285.312    13664.086
     240.383      977.500     2285.312    13664.086
     241.385      986.400     2285.418    13664.086
     242.387      993.500     2285.418    13664.086
     243.388      979.500     2285.418    13664.086
     244.390      996.500     2285.418    13664.086
     245.390     1002.300     2285.426    13664.086
     246.392     1000.500     2285.426    13664.086
     247.393      999.300     2285.426    13664.086
     248.395     1003.300     2285.426    13664.086
     249.397      998.300     2285.426    13664.086
     250.398     1005.300     2285.426    13664.086
     251.400     1000.300     2285.434    13664.086
     252.402      975.300     2285.434    13664.086
     253.404     1005.300     2285.434    13664.086
     254.405      998.300     2285.680    13664.086
     255.407     1001.300     2285.680    13664.086
     256.409      971.400     2285.680    13664.086
     257.410      973.400     2285.703    13664.086
     258.412      998.300     2285.703    13664.086
     259.414      995.300     2285.703    13664.086
     260.415      997.400     2285.906    13664.086
     261.417      999.300     2285.906    13664.086
     262.419      978.400     2285.914    13664.086
     263.420     1001.300     2285.914    13664.086
     264.422      992.300     2285.914    13664.086
     265.424      984.400     2285.914    13664.086
     266.425      996.500     2285.914    13664.086
     267.427     1001.500     2285.914    13664.086
     268.428      999.400     2285.914    13664.086
     269.430      999.300     2285.953    13664.086
     270.432     1002.300     2285.953    13664.086
     271.433      920.500     2285.953    13664.086
     272.435     1003.300     2285.953    13664.086
     273.437      999.300     2285.953    13664.086
     274.438     1004.300     2285.953    13664.086
     275.440     1000.500     2285.953    13664.086
     276.441      999.500     2285.953    13664.086
     277.443      968.500     2285.887    13664.086
     278.445      872.700     2285.887    13664.086
     279.446      900.600     2285.887    13664.086
     280.448      899.600     2285.887    13664.086
     281.449      902.600     2285.887    13664.086
     282.451      903.600     2285.887    13664.086
     283.452      873.600     2285.902    13664.086
     284.454      900.600     2285.902    13664.086
     285.455      877.600     2285.902    13664.086
     286.457      887.600     2285.902    13664.086
     287.459      889.600     2285.902    13664.086
     288.460      901.600     2285.902    13664.086
     289.462      899.700     2285.902    13664.086
     290.462      880.400     2285.902    13664.086
     291.464      898.700     2285.902    13664.086
     292.465      904.500     2285.902    13664.086
     293.467      901.500     2285.973    13664.086
     294.469      896.500     2285.973    13664.086
     295.470      875.500     2285.973    13664.086
     296.472      895.500     2286.027    13664.086
     297.474      897.500     2286.027    13664.086
     298.475      898.500     2286.027    13664.086
     299.477      871.500     2286.027    13664.086
     300.479      900.500     2286.027    13664.086
     301.480      869.500     2286.027    13664.086
     302.482      877.500     2286.027    13664.086
     303.484      894.500     2286.027    13664.086
     304.485      897.500     2286.027    13664.086
     305.487      901.500     2286.027    13664.086
     306.489      909.500     2286.027    13664.086
     307.490      907.600     2286.055    13664.086
     308.492      898.500     2286.098    13664.086
     309.494      904.500     2286.098    13664.086
     310.495      877.500     2286.098    13664.086
     311.497      890.500     2286.098    13664.086
     312.498      870.900     2286.148    13664.086
     313.500      872.600     2286.086    13664.086
     314.502      805.700     2286.086    13664.086
     315.503      815.600     2286.086    13664.086
     316.505      800.700     2286.086    13664.086
     317.507      782.700     2286.086    13664.086
     318.508      807.800     2286.086    13664.086
     319.510      781.800     2286.086    13664.086
     320.511      807.700     2286.086    13664.086
     321.513      801.700     2286.086    13664.086
     322.515      805.700     2286.086    13664.086
     323.516      772.700     2286.086    13664.086
     324.518      808.600     2286.086    13664.086
     325.520      799.700     2286.086    13664.086
     326.521      812.600     2286.086    13664.086
     327.523      808.600     2286.086    13664.086
     328.525      779.700     2286.086    13664.086
     329.526      805.700     2286.086    13664.086
     330.528      757.700     2286.086    13664.086
     331.530      805.600     2286.086    13664.086
     332.531      804.700     2286.086    13664.086
     333.533      763.800     2286.086    13664.086
     334.535      805.700     2286.340    13664.086
     335.536      810.700     2286.340    13664.086
     336.538      818.600     2286.340    13664.086
     337.539      788.700     2286.430    13664.086
     338.541      807.700     2286.535    13664.086
     339.543      813.600     2286.535    13664.086
     340.544      811.600     2286.535    13664.086
     341.546      810.600     2286.758    13664.086
     342.548      808.700     2286.758    13664.086
     343.550      802.700     2286.758    13664.086
     344.551      806.700     2286.758    13664.086
     345.553      773.700     2286.758    13664.086
     346.554      805.600     2286.758    13664.086
     347.556      806.600     2286.758    13664.086
     348.558      781.700     2286.758    13664.086
     349.559      711.800     2286.699    13664.086
     350.561      675.900     2286.699    13664.086
     351.563      704.800     2286.699    13664.086
     352.564      701.800     2286.699    13664.086
     353.566      700.800     2286.699    13664.086
     354.568      697.800     2286.699    13664.086
     355.569      696.800     2286.699    13664.086
     356.571      678.900     2286.699    13664.086
     357.573      697.900     2286.699    13664.086
     358.574      701.800     2286.699    13664.086
     359.576      697.800     2286.930    13664.086
     360.578      699.800     2286.930    13664.086
     361.579      700.800     2286.930    13664.086
     362.581      673.900     2286.930    13664.086
     363.583      700.800     2286.930    13664.086
     364.584      697.800     2287.055    13664.086
     365.586      700.800     2287.055    13664.086
     366.588      698.800     2287.055    13664.086
     367.589      699.200     2287.055    13664.086
     368.591      700.800     2287.055    13664.086
     369.592      679.900     2287.055    13664.086
     370.594      690.800     2287.055    13664.086
     371.596      700.800     2287.055    13664.086
     372.597      698.800     2287.055    13664.086
     373.599      702.800     2287.230    13664.086
     374.601      681.900     2287.230    13664.086
     375.602      700.800     2287.230    13664.086
     376.604      698.800     2287.230    13664.086
     377.606      699.800     2287.230    13664.086
     378.607      705.900     2287.230    13664.086
     379.609      675.900     2287.230    13664.086
     380.610      615.000     2287.312    13664.086
     381.612      605.000     2287.312    13664.086
     382.614      608.000     2287.312    13664.086
     383.615      608.000     2287.312    13664.086
     384.617      609.000     2287.312    13664.086
     385.618      604.300     2287.312    13664.086
     386.620      604.000     2287.312    13664.086
     387.622      606.000     2287.312    13664.086
     388.623      612.000     2287.312    13664.086
     389.625      594.000     2287.312    13664.086
     390.627      597.000     2287.312    13664.086
     391.628      616.000     2287.312    13664.086
     392.630      613.000     2287.312    13664.086
     393.632      580.000     2287.312    13664.086
     394.633      600.000     2287.312    13664.086
     395.635      602.000     2287.312    13664.086
     396.637      599.000     2287.312    13664.086
     397.638      575.000     2287.312    13664.086
     398.640      600.000     2287.312    13664.086
     399.642      599.100     2287.312    13664.086
     400.643      602.100     2287.312    13664.086
     401.645      600.000     2287.312    13664.086
     402.646      601.000     2287.312    13664.086
     403.648      600.000     2287.312    13664.086
     404.650      600.000     2287.312    13664.086
     405.651      602.000     2287.312    13664.086
     406.653      599.000     2287.312    13664.086
     407.655      603.000     2287.312    13664.086
     408.656      599.000     2287.312    13664.086
     409.658      602.000     2287.312    13664.086
     410.660      573.000     2287.312    13664.086
     411.661      567.100     2287.254    13664.086
     412.663      502.200     2287.254    13664.086
     413.665      500.200     2287.254    13664.086
     414.666      476.200     2287.254    13664.086
     415.668      500.200     2287.254    13664.086
     416.670      500.200     2287.254    13664.086
     417.671      503.200     2287.336    13664.086
     418.673      500.200     2287.336    13664.086
     419.675      502.200     2287.336    13664.086
     420.676      500.200     2287.336    13664.086
     421.678      500.200     2287.336    13664.086
     422.679      502.200     2287.336    13664.086
     423.681      501.200     2287.336    13664.086
     424.683      501.200     2287.391    13664.086
     425.684      501.200     2287.391    13664.086
     426.686      502.200     2287.391    13664.086
     427.688      487.200     2287.391    13664.086
     428.689      488.200     2287.391    13664.086
     429.691      474.200     2287.340    13664.086
     430.693      400.300     2287.340    13664.086
     431.694      402.300     2287.340    13664.086
     432.696      401.300     2287.340    13664.086
     433.698      401.300     2287.340    13664.086
     434.699      402.300     2287.340    13664.086
     435.701      401.300     2287.340    13664.086
     436.703      402.300     2287.340    13664.086
     437.704      376.400     2287.340    13664.086
     438.706      402.300     2287.340    13664.086
     439.708      400.300     2287.340    13664.086
     440.709      401.300     2287.340    13664.086
     441.711      402.300     2287.340    13664.086
     442.713      401.300     2287.340    13664.086
     443.714      403.300     2287.566    13664.086
     444.716      401.300     2287.566    13664.086
     445.718      400.300     2287.566    13664.086
     446.719      402.300     2287.566    13664.086
     447.721      401.300     2287.566    13664.086
     448.723      402.300     2287.566    13664.086
     449.724      401.300     2287.566    13664.086
     450.726      402.300     2287.566    13664.086
     451.728      400.300     2287.566    13664.086
     452.729      402.300     2287.566    13664.086
     453.731      401.300     2287.566    13664.086
     454.733      402.300     2287.566    13664.086
     455.734      403.400     2287.566    13664.086
     456.736      400.400     2287.566    13664.086
     457.737      400.400     2287.566    13664.086
     458.739      414.300     2287.586    13664.086
     459.740      400.400     2287.586    13664.086
     460.742      352.500     2287.508    13664.086
     461.744      300.500     2287.508    13664.086
     462.745      301.500     2287.508    13664.086
     463.747      302.500     2287.508    13664.086
     464.748      304.600     2287.508    13664.086
     465.750      303.600     2287.508    13664.086
     466.751      316.600     2287.508    13664.086
     467.752      303.600     2287.508    13664.086
     468.754      311.500     2287.508    13664.086
     469.756      302.500     2287.508    13664.086
     470.757      300.500     2287.508    13664.086
     471.759      302.500     2287.508    13664.086
     472.760      300.500     2287.508    13664.086
     473.762      302.500     2287.508    13664.086
     474.764      301.500     2287.508    13664.086
     475.765      301.500     2287.508    13664.086
     476.767      302.500     2287.508    13664.086
     477.769      300.500     2287.508    13664.086
     478.770      303.500     2287.508    13664.086
     479.772      300.500     2287.508    13664.086
     480.773      308.500     2288.219    13664.086
     481.774      261.800     2288.152    13664.086
     482.776      213.700     2288.152    13664.086
     483.777      207.700     2288.152    13664.086
     484.779      204.700     2289.281    13664.086
     485.781      205.700     2289.281    13664.086
     486.782      204.700     2289.281    13664.086
     487.784      204.700     2289.281    13664.086
     488.786      204.700     2289.793    13664.086
     489.786      204.800     2289.793    13664.086
     490.788      220.600     2289.793    13664.086
     491.790      203.700     2289.793    13664.086
     492.791      204.700     2289.793    13664.086
     493.793      203.700     2290.055    13664.086
     494.794      207.700     2290.109    13664.086
     495.796      203.700     2290.109    13664.086
     496.798      208.700     2290.109    13664.086
     497.799      202.700     2290.109    13664.086
     498.801      200.700     2290.180    13664.086
     499.803      133.800     2290.121    13664.086
     500.804       99.800     2290.121    13664.086
     501.806      105.800     2290.121    13664.086
     502.808       99.800     2290.121    13664.086
     503.809      103.800     2290.121    13664.086
     504.811       99.800     2290.121    13664.086
     505.813      105.800     2290.121    13664.086
     506.814       99.800     2290.121    13664.086
     507.816      103.800     2290.168    13664.086
     508.818       98.800     2290.168    13664.086
     509.819      105.800     2290.168    13664.086
     510.821       99.800     2290.168    13664.086
     511.823      103.800     2290.168    13664.086
     512.824      104.800     2290.281    13664.086
     513.826       99.800     2290.281    13664.086
     514.827     1460.800     3364.695    14450.227
     515.829     2066.000     5582.148    14578.227
     516.830     2019.100     5585.074    14578.227
     517.831     1934.000     5858.047    14578.227
     518.833     2060.600     6711.402    14578.227
     519.834      719.200     6725.461    14578.227
     520.836       22.000     6725.461    14578.227
     521.838       21.000     6725.461    14578.227
     522.838      305.700     6732.918    14578.227
     523.840     1355.000     7385.086    14610.227
     524.841     1861.300     8310.301    14610.227
     525.843     1955.900     8360.574    14610.227
     526.845     1974.900     8477.230    14610.227
     527.846     1429.900     8535.141    14610.227
     528.848      142.800     8535.141    14610.227
     529.849      114.800     8535.469    14610.227
     530.850       30.000     8535.469    14610.227
     531.852      118.800     8535.469    14610.227
     532.854     1179.200     8553.348    14610.227
     533.854     1895.500     8609.789    14610.227
     534.856     1996.600     8619.887    14610.227
     535.858     1733.100     8627.199    14610.227
     536.859      636.000     8627.199    14610.227
     537.861       22.000     8627.199    14610.227
     538.863       19.000     8627.199    14610.227
     539.864       58.900     8627.199    14610.227
     540.866      550.200     8627.379    14610.227
     541.866     1648.800     8654.867    14610.227
     542.868     1680.100     8655.203    14610.227
     543.870     1590.300     8658.355    14610.227
     544.871     1093.200     8658.355    14610.227
     545.873      117.800     8658.570    14610.227
     546.875      119.800     8658.570    14610.227
     547.876      281.500     8660.605    14610.227
     548.878      780.700     8661.227    14610.227
     549.880     1861.900     8689.762    14610.227
     550.881     1907.800     8693.277    14610.227
     551.883     2000.700     8694.090    14610.227
     552.885     1544.500     8694.102    14610.227
     553.886      260.600     8694.102    14610.227
     554.888      135.800     8694.102    14610.227
     555.889       34.900     8694.102    14610.227
     556.893      393.600     8694.137    14610.227
     557.894     1872.200     8726.445    14610.227
     558.896     1894.700     8728.840    14610.227
     559.898     1999.600     8729.723    14610.227
     560.900     1860.800     8730.566    14610.227
     561.901      783.700     8730.582    14610.227
     562.902      548.400     8730.824    14610.227
     563.904      604.000     8730.824    14610.227
     564.906      593.000     8730.824    14610.227
     565.907     1800.000     8756.418    14610.227
     566.909     1860.700     8757.059    14610.227
     567.911     1909.700     8757.078    14610.227
     568.913     1778.900     8757.090    14610.227
     569.950      837.400     8757.316    14610.227
     570.952      866.600     8757.316    14610.227
     571.954      148.700     8757.258    14610.227
     572.955      811.700     8757.652    14610.227
     573.957      831.600     8757.973    14610.227
     574.959      588.000     8758.230    14610.227
     575.960      119.800     8758.262    14610.227
     576.962       68.900     8759.297    14610.227
     577.964       99.800     8759.297    14610.227
     578.966       99.800     8759.297    14610.227
     579.967      100.800     8759.297    14610.227
     580.969       99.800     8759.297    14610.227
     581.971      100.800     8759.297    14610.227
     582.972       99.800     8759.297    14610.227
     583.974       99.800     8759.332    14610.227
     584.976      100.800     8759.332    14610.227
     585.977      100.800     8759.332    14610.227
     586.979      101.800     8759.332    14610.227
     587.981       99.800     8759.332    14610.227
     588.983      101.800     8759.332    14610.227
     589.984      100.800     8759.332    14610.227
     590.986      100.800     8759.336    14610.227
     591.988      105.800     8759.598    14610.227
     592.989       99.800     8759.598    14610.227
     593.991       99.800     8759.598    14610.227
     594.993       99.800     8759.598    14610.227
     595.995      100.800     8759.598    14610.227
     596.996      100.800     8759.598    14610.227
     597.998       99.800     8759.598    14610.227
     599.000       99.800     8759.598    14610.227
     600.001      100.800     8759.598    14610.227
     601.003       99.800     8759.598    14610.227
     602.005      100.800     8759.598    14610.227
     603.007      100.800     8759.598    14610.227
     604.008       99.800     8759.598    14610.227
     605.010       99.800     8759.598    14610.227
     606.012      100.800     8759.598    14610.227
     607.013      100.800     8759.598    14610.227
     608.015      100.800     8759.598    14610.227
     609.017       99.800     8759.598    14610.227
     610.019      100.800     8759.598    14610.227
     611.020      100.800     8759.598    14610.227
     612.022       98.800     8759.598    14610.227
     613.024       99.800     8759.598    14610.227
     614.025      110.800     8759.660    14610.227
     615.027       96.800     8759.660    14610.227
     616.029       98.800     8759.660    14610.227
     617.031       99.800     8759.660    14610.227
     618.032      100.800     8759.660    14610.227
     619.034       99.800     8759.660    14610.227
     620.036       99.800     8759.660    14610.227
     621.038       99.800     8759.660    14610.227
     622.039      100.800     8759.660    14610.227
     623.041       97.800     8759.660    14610.227
     624.043      100.800     8759.660    14610.227
     625.044       99.800     8759.660    14610.227
     626.046      100.800     8759.660    14610.227
     627.048      100.800     8759.660    14610.227
     628.050       99.800     8759.660    14610.227
     629.051      100.800     8759.660    14610.227
     630.053       99.800     8759.660    14610.227
     631.055      100.800     8759.660    14610.227
     632.056       99.800     8759.660    14610.227
     633.058      100.800     8759.660    14610.227
     634.060       99.800     8759.660    14610.227
     635.061      100.800     8759.660    14610.227
     636.063      133.800     8759.660    14610.227
     637.065       99.800     8759.660    14610.227
     638.067       99.800     8759.660    14610.227
     639.068      100.800     8759.660    14610.227
     640.070       99.800     8759.660    14610.227
     641.072       99.800     8759.660    14610.227
     642.074      100.800     8759.660    14610.227
     643.075       99.800     8759.660    14610.227
     644.077       99.800     8759.660    14610.227
     645.079      100.800     8759.660    14610.227
     646.080       99.800     8759.660    14610.227
     647.082      100.800     8759.660    14610.227
     648.084       99.800     8759.660    14610.227
     649.085      100.800     8759.660    14610.227
     650.087      100.800     8759.660    14610.227
     651.089       98.800     8759.660    14610.227
     652.091      100.800     8759.660    14610.227
     653.092      100.800     8759.660    14610.227
     654.094       99.800     8759.660    14610.227
     655.096       98.800     8759.660    14610.227
     656.097       98.800     8759.660    14610.227
     657.099      102.800     8759.660    14610.227
     658.101       98.800     8759.660    14610.227
     659.102      113.800     8759.660    14610.227
     660.104      104.800     8759.660    14610.227
     661.106       99.800     8759.660    14610.227
     662.108      113.800     8759.660    14610.227
     663.109      114.800     8759.660    14610.227
     664.111       99.800     8759.660    14610.227
     665.112      101.800     8759.660    14610.227
     666.114       99.800     8759.660    14610.227
     667.116      102.800     8759.660    14610.227
     668.118      104.800     8759.660    14610.227
     669.119       99.800     8759.660    14610.227
     670.121      100.800     8759.660    14610.227
     671.122      100.900     8759.660    14610.227
     672.124       99.800     8759.660    14610.227
     673.126      100.800     8759.660    14610.227
     674.127      100.800     8759.660    14610.227
     675.129      110.800     8759.664    14610.227
     676.131      100.800     8759.664    14610.227
     677.133      114.800     8759.672    14610.227
     678.134      100.800     8759.672    14610.227
     679.136       98.800     8759.672    14610.227
     680.138       99.800     8759.672    14610.227
     681.140      110.800     8759.672    14610.227
     682.141      103.800     8759.672    14610.227
     683.143      100.800     8759.672    14610.227
     684.145      102.800     8759.672    14610.227
     685.146      100.800     8759.672    14610.227
     686.148      117.800     8759.672    14610.227
     687.150       99.800     8759.672    14610.227
     688.152      113.800     8759.672    14610.227
     689.153       99.800     8759.672    14610.227
     690.155      103.800     8759.672    14610.227
     691.157       99.800     8759.672    14610.227
     692.158      100.800     8759.672    14610.227
     693.160      103.800     8759.672    14610.227
     694.162       99.800     8759.672    14610.227
     695.164       99.800     8759.672    14610.227
     696.165      103.800     8759.672    14610.227
     697.167      100.800     8759.672    14610.227
     698.169       99.800     8759.672    14610.227
     699.170      100.800     8759.672    14610.227
     700.172      111.800     8759.672    14610.227
     701.174      100.800     8759.672    14610.227
     702.175       99.800     8759.672    14610.227
     703.177       98.800     8759.672    14610.227
     704.179      100.800     8759.672    14610.227
     705.181      109.800     8759.672    14610.227
     706.182       99.800     8759.672    14610.227
     707.184       97.800     8759.672    14610.227
     708.185       99.800     8759.672    14610.227
     709.187      100.800     8759.672    14610.227
     710.189       99.800     8759.672    14610.227
     711.190      105.800     8759.672    14610.227
     712.192       99.800     8759.672    14610.227
     713.194       99.800     8759.672    14610.227
     714.196       98.800     8759.672    14610.227
     715.197       99.800     8759.672    14610.227
     716.199       99.800     8759.672    14610.227
     717.201       99.800     8759.672    14610.227
     718.203      100.800     8759.672    14610.227
